area,area_code,area_name,year,sort,category,MYE
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,7,Internal Net,0
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,8,United Kingdom Inflows,10450
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,9,United Kingdom Outflows,10235
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,10,United Kingdom Net,215
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,11,Rest of world Inflows,13100
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,12,Rest of world Outflows,9182
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,13,Rest of world Net,3918
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,14,Total Inflows,23550
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,15,Total Outflows,19417
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,16,Total Net,4133
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,17,Other changes,-17
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,18,Migration and other changes,4116
1. Northern Ireland,N92000002,NORTHERN IRELAND,2017/2018,19,End population,1881641
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,1,Starting population,128760
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,2,Births,1669
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,3,Deaths,1016
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,4,Natural Change,653
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,5,Internal Inflows,3663
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,6,Internal Outflows,3400
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,7,Internal Net,263
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,8,United Kingdom Inflows,693
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,9,United Kingdom Outflows,869
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,10,United Kingdom Net,-176
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,11,Rest of world Inflows,607
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,12,Rest of world Outflows,671
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,13,Rest of world Net,-64
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,14,Total Inflows,4963
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,15,Total Outflows,4940
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,16,Total Net,23
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,17,Other changes,66
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,18,Migration and other changes,89
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2001/2002,19,End population,129502
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,1,Starting population,176014
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,2,Births,2370
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,3,Deaths,1395
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,4,Natural Change,975
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,5,Internal Inflows,2954
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,6,Internal Outflows,2478
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,7,Internal Net,476
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,8,United Kingdom Inflows,1003
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,9,United Kingdom Outflows,822
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,10,United Kingdom Net,181
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,11,Rest of world Inflows,424
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,12,Rest of world Outflows,292
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,13,Rest of world Net,132
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,14,Total Inflows,4381
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,15,Total Outflows,3592
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,16,Total Net,789
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,17,Other changes,-421
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,18,Migration and other changes,368
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2001/2002,19,End population,177357
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,1,Starting population,328695
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,2,Births,3857
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,3,Deaths,3324
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,4,Natural Change,533
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,5,Internal Inflows,8132
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,6,Internal Outflows,9884
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,7,Internal Net,-1752
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,8,United Kingdom Inflows,2337
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,9,United Kingdom Outflows,2273
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,10,United Kingdom Net,64
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,11,Rest of world Inflows,1825
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,12,Rest of world Outflows,1899
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,13,Rest of world Net,-74
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,14,Total Inflows,12294
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,15,Total Outflows,14056
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,16,Total Net,-1762
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,17,Other changes,1005
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,18,Migration and other changes,-757
2. Local Government Districts (LGD2014),N09000003,Belfast,2001/2002,19,End population,328471
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,1,Starting population,131374
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,2,Births,1616
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,3,Deaths,1009
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,4,Natural Change,607
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,5,Internal Inflows,2997
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,6,Internal Outflows,2323
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,7,Internal Net,674
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,8,United Kingdom Inflows,1139
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,9,United Kingdom Outflows,1339
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,10,United Kingdom Net,-200
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,11,Rest of world Inflows,711
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,12,Rest of world Outflows,810
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,13,Rest of world Net,-99
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,14,Total Inflows,4847
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,15,Total Outflows,4472
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,16,Total Net,375
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,17,Other changes,471
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,18,Migration and other changes,846
2. Local Government Districts (LGD2014),N09000004,Causeway Coast and Glens,2001/2002,19,End population,132827
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,1,Starting population,143810
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,2,Births,2078
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,3,Deaths,1033
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,4,Natural Change,1045
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,5,Internal Inflows,1473
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,6,Internal Outflows,1956
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,7,Internal Net,-483
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,8,United Kingdom Inflows,1162
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,9,United Kingdom Outflows,791
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,10,United Kingdom Net,371
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,11,Rest of world Inflows,532
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,12,Rest of world Outflows,812
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,13,Rest of world Net,-280
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,14,Total Inflows,3167
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,15,Total Outflows,3559
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,16,Total Net,-392
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,17,Other changes,-183
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,18,Migration and other changes,-575
2. Local Government Districts (LGD2014),N09000005,Derry City and Strabane,2001/2002,19,End population,144280
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,1,Starting population,105751
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,2,Births,1340
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,3,Deaths,899
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,4,Natural Change,441
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,5,Internal Inflows,2094
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,6,Internal Outflows,1638
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,7,Internal Net,456
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,8,United Kingdom Inflows,1126
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,9,United Kingdom Outflows,869
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,10,United Kingdom Net,257
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,11,Rest of world Inflows,373
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,12,Rest of world Outflows,415
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,13,Rest of world Net,-42
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,14,Total Inflows,3593
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,15,Total Outflows,2922
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,16,Total Net,671
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,17,Other changes,-200
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,18,Migration and other changes,471
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2001/2002,19,End population,106663
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,1,Starting population,124585
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,2,Births,1528
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,3,Deaths,1092
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,4,Natural Change,436
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,5,Internal Inflows,3645
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,6,Internal Outflows,3899
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,7,Internal Net,-254
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,8,United Kingdom Inflows,993
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,9,United Kingdom Outflows,1163
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,10,United Kingdom Net,-170
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,11,Rest of world Inflows,415
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,12,Rest of world Outflows,252
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,13,Rest of world Net,163
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,14,Total Inflows,5053
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,15,Total Outflows,5314
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,16,Total Net,-261
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,17,Other changes,-3
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,18,Migration and other changes,-264
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2001/2002,19,End population,124757
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,1,Starting population,127452
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,2,Births,1461
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,3,Deaths,1151
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,4,Natural Change,310
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,5,Internal Inflows,2474
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,6,Internal Outflows,2282
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,7,Internal Net,192
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,8,United Kingdom Inflows,875
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,9,United Kingdom Outflows,731
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,10,United Kingdom Net,144
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,11,Rest of world Inflows,422
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,12,Rest of world Outflows,239
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,13,Rest of world Net,183
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,14,Total Inflows,3771
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,15,Total Outflows,3252
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,16,Total Net,519
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,17,Other changes,0
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,18,Migration and other changes,519
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2001/2002,19,End population,128281
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,1,Starting population,119112
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,2,Births,1742
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,3,Deaths,871
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,4,Natural Change,871
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,5,Internal Inflows,1744
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,6,Internal Outflows,1910
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,7,Internal Net,-166
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,8,United Kingdom Inflows,600
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,9,United Kingdom Outflows,457
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,10,United Kingdom Net,143
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,11,Rest of world Inflows,291
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,12,Rest of world Outflows,259
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,13,Rest of world Net,32
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,14,Total Inflows,2635
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,15,Total Outflows,2626
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,16,Total Net,9
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,17,Other changes,222
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,18,Migration and other changes,231
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2001/2002,19,End population,120214
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2001/2002,1,Starting population,153726
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2001/2002,2,Births,2206
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2001/2002,3,Deaths,1233
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2001/2002,4,Natural Change,973
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2001/2002,5,Internal Inflows,2296
